start_date,end_date,ndvi,region_id
2013-12-27T00:00:00.000Z,2014-01-03T00:00:00.000Z,0.6791062819513040,93
2014-01-01T00:00:00.000Z,2014-01-08T00:00:00.000Z,0.701431243483,93
2014-01-09T00:00:00.000Z,2014-01-16T00:00:00.000Z,0.745149029525624,93
2014-01-17T00:00:00.000Z,2014-01-24T00:00:00.000Z,0.747390798226164,93
2014-01-25T00:00:00.000Z,2014-02-01T00:00:00.000Z,0.7683245605323270,93
2014-02-02T00:00:00.000Z,2014-02-09T00:00:00.000Z,0.757171710114879,93
2014-02-10T00:00:00.000Z,2014-02-17T00:00:00.000Z,0.779809890123,93
2014-02-18T00:00:00.000Z,2014-02-25T00:00:00.000Z,0.7652804722734150,93
2014-02-26T00:00:00.000Z,2014-03-05T00:00:00.000Z,0.7617990591158540,93
2014-03-06T00:00:00.000Z,2014-03-13T00:00:00.000Z,0.7221817847932490,93
2014-03-22T00:00:00.000Z,2014-03-29T00:00:00.000Z,0.7459210452618470,93
2014-04-07T00:00:00.000Z,2014-04-14T00:00:00.000Z,0.7964798478859740,93
2014-04-15T00:00:00.000Z,2014-04-22T00:00:00.000Z,0.813054273277,93
2014-04-23T00:00:00.000Z,2014-04-30T00:00:00.000Z,0.8138411496786810,93
2014-05-01T00:00:00.000Z,2014-05-08T00:00:00.000Z,0.7928601559750710,93
2014-05-09T00:00:00.000Z,2014-05-16T00:00:00.000Z,0.8219737119731590,93
2014-05-17T00:00:00.000Z,2014-05-24T00:00:00.000Z,0.825394722468122,93
2014-05-25T00:00:00.000Z,2014-06-01T00:00:00.000Z,0.8113104181761380,93
2014-06-02T00:00:00.000Z,2014-06-09T00:00:00.000Z,0.7995432570228930,93
2014-06-10T00:00:00.000Z,2014-06-17T00:00:00.000Z,0.8049116698228310,93
2014-06-18T00:00:00.000Z,2014-06-25T00:00:00.000Z,0.7976082102556090,93
2014-06-26T00:00:00.000Z,2014-07-03T00:00:00.000Z,0.8161534945152290,93
2014-07-04T00:00:00.000Z,2014-07-11T00:00:00.000Z,0.785963673853058,93
2014-07-12T00:00:00.000Z,2014-07-19T00:00:00.000Z,0.7631830753099370,93
2014-07-20T00:00:00.000Z,2014-07-27T00:00:00.000Z,0.7698889481676040,93
2014-07-28T00:00:00.000Z,2014-08-04T00:00:00.000Z,0.7831642910727680,93
2014-08-05T00:00:00.000Z,2014-08-12T00:00:00.000Z,0.788923604777416,93
2014-08-13T00:00:00.000Z,2014-08-20T00:00:00.000Z,0.7943444665963620,93
2014-08-21T00:00:00.000Z,2014-08-28T00:00:00.000Z,0.8026833985987690,93
2014-08-29T00:00:00.000Z,2014-09-05T00:00:00.000Z,0.7861283504699800,93
2014-09-06T00:00:00.000Z,2014-09-13T00:00:00.000Z,0.7979044642857140,93
2014-09-22T00:00:00.000Z,2014-09-29T00:00:00.000Z,0.7976269824794490,93
2014-09-30T00:00:00.000Z,2014-10-07T00:00:00.000Z,0.771164919432359,93
2014-10-08T00:00:00.000Z,2014-10-15T00:00:00.000Z,0.7913876012465480,93
2014-10-16T00:00:00.000Z,2014-10-23T00:00:00.000Z,0.763719108431646,93
2014-10-24T00:00:00.000Z,2014-10-31T00:00:00.000Z,0.7724515059691140,93
2014-11-01T00:00:00.000Z,2014-11-08T00:00:00.000Z,0.712975350535,93
2014-11-09T00:00:00.000Z,2014-11-16T00:00:00.000Z,0.752978442114,93
2014-12-03T00:00:00.000Z,2014-12-10T00:00:00.000Z,0.770810128559,93
2014-12-11T00:00:00.000Z,2014-12-18T00:00:00.000Z,0.7281021689206430,93
2015-01-01T00:00:00.000Z,2015-01-08T00:00:00.000Z,0.734260869565,93
2015-01-09T00:00:00.000Z,2015-01-16T00:00:00.000Z,0.743088316999584,93
2015-01-17T00:00:00.000Z,2015-01-24T00:00:00.000Z,0.7892711366466200,93
2015-01-25T00:00:00.000Z,2015-02-01T00:00:00.000Z,0.7782932500617480,93
2015-02-02T00:00:00.000Z,2015-02-09T00:00:00.000Z,0.7645760652395520,93
2015-02-10T00:00:00.000Z,2015-02-17T00:00:00.000Z,0.758693056243,93
2015-02-18T00:00:00.000Z,2015-02-25T00:00:00.000Z,0.768034416434,93
2015-02-26T00:00:00.000Z,2015-03-05T00:00:00.000Z,0.744526375573,93
2015-03-06T00:00:00.000Z,2015-03-13T00:00:00.000Z,0.743055171616,93
2015-03-14T00:00:00.000Z,2015-03-21T00:00:00.000Z,0.71539402812,93
2015-03-22T00:00:00.000Z,2015-03-29T00:00:00.000Z,0.7688568208980710,93
2015-03-30T00:00:00.000Z,2015-04-06T00:00:00.000Z,0.7837116828379510,93
2015-04-07T00:00:00.000Z,2015-04-14T00:00:00.000Z,0.77337663029,93
2015-04-15T00:00:00.000Z,2015-04-22T00:00:00.000Z,0.796737052862,93
2015-05-01T00:00:00.000Z,2015-05-08T00:00:00.000Z,0.7937989813716600,93
2015-05-09T00:00:00.000Z,2015-05-16T00:00:00.000Z,0.8092176521488320,93
2015-05-17T00:00:00.000Z,2015-05-24T00:00:00.000Z,0.8104827353395060,93
2015-05-25T00:00:00.000Z,2015-06-01T00:00:00.000Z,0.8075490777123610,93
