start_date,end_date,temp,region_id
2014-01-02T00:00:00.000Z,2014-01-02T00:00:00.000Z,24.7076052756763,93
2014-01-11T00:00:00.000Z,2014-01-11T00:00:00.000Z,26.4211755123126,93
2014-01-15T00:00:00.000Z,2014-01-15T00:00:00.000Z,24.305641594482,93
2014-01-20T00:00:00.000Z,2014-01-20T00:00:00.000Z,25.1427441225934,93
2014-01-23T00:00:00.000Z,2014-01-23T00:00:00.000Z,23.6531733860261,93
2014-01-24T00:00:00.000Z,2014-01-24T00:00:00.000Z,23.7543081436706,93
2014-01-25T00:00:00.000Z,2014-01-25T00:00:00.000Z,24.3960833344991,93
2014-01-26T00:00:00.000Z,2014-01-26T00:00:00.000Z,24.2740632270541,93
2014-01-27T00:00:00.000Z,2014-01-27T00:00:00.000Z,27.0650308256335,93
2014-01-29T00:00:00.000Z,2014-01-29T00:00:00.000Z,27.9717266097545,93
2014-01-30T00:00:00.000Z,2014-01-30T00:00:00.000Z,23.897691910294,93
2014-01-31T00:00:00.000Z,2014-01-31T00:00:00.000Z,30.1966576070124,93
2014-02-01T00:00:00.000Z,2014-02-01T00:00:00.000Z,25.9331845918051,93
2014-02-02T00:00:00.000Z,2014-02-02T00:00:00.000Z,22.0393634344608,93
2014-02-03T00:00:00.000Z,2014-02-03T00:00:00.000Z,26.1456928253199,93
2014-02-04T00:00:00.000Z,2014-02-04T00:00:00.000Z,23.3889357016066,93
2014-02-05T00:00:00.000Z,2014-02-05T00:00:00.000Z,25.8058924341186,93
2014-02-07T00:00:00.000Z,2014-02-07T00:00:00.000Z,26.3329210031615,93
2014-02-10T00:00:00.000Z,2014-02-10T00:00:00.000Z,28.7397808481214,93
2014-02-11T00:00:00.000Z,2014-02-11T00:00:00.000Z,25.8772240265761,93
2014-02-12T00:00:00.000Z,2014-02-12T00:00:00.000Z,29.0179654068393,93
2014-02-14T00:00:00.000Z,2014-02-14T00:00:00.000Z,29.1002924692794,93
2014-02-16T00:00:00.000Z,2014-02-16T00:00:00.000Z,27.8777374582625,93
2014-02-17T00:00:00.000Z,2014-02-17T00:00:00.000Z,25.9415399388738,93
2014-02-19T00:00:00.000Z,2014-02-19T00:00:00.000Z,23.0844078448528,93
2014-02-20T00:00:00.000Z,2014-02-20T00:00:00.000Z,24.6878986424858,93
2014-02-21T00:00:00.000Z,2014-02-21T00:00:00.000Z,25.8561730659526,93
2014-02-23T00:00:00.000Z,2014-02-23T00:00:00.000Z,29.7732953488306,93
2014-02-24T00:00:00.000Z,2014-02-24T00:00:00.000Z,26.4881074473522,93
2014-02-25T00:00:00.000Z,2014-02-25T00:00:00.000Z,28.1121873792487,93
2014-02-26T00:00:00.000Z,2014-02-26T00:00:00.000Z,28.3643182844719,93
2014-02-27T00:00:00.000Z,2014-02-27T00:00:00.000Z,28.1944360678172,93
2014-02-28T00:00:00.000Z,2014-02-28T00:00:00.000Z,28.8421487285498,93
2014-03-02T00:00:00.000Z,2014-03-02T00:00:00.000Z,30.3786355836933,93
2014-03-04T00:00:00.000Z,2014-03-04T00:00:00.000Z,31.2040303745586,93
2014-03-05T00:00:00.000Z,2014-03-05T00:00:00.000Z,30.7241294981395,93
2014-03-06T00:00:00.000Z,2014-03-06T00:00:00.000Z,29.5990296233658,93
2014-03-07T00:00:00.000Z,2014-03-07T00:00:00.000Z,29.6296769023869,93
2014-03-09T00:00:00.000Z,2014-03-09T00:00:00.000Z,32.7370193825826,93
2014-03-11T00:00:00.000Z,2014-03-11T00:00:00.000Z,33.7108338418594,93
2014-03-12T00:00:00.000Z,2014-03-12T00:00:00.000Z,27.8363074363611,93
2014-03-13T00:00:00.000Z,2014-03-13T00:00:00.000Z,31.1097381069848,93
2014-03-14T00:00:00.000Z,2014-03-14T00:00:00.000Z,28.2032471498872,93
2014-03-23T00:00:00.000Z,2014-03-23T00:00:00.000Z,30.5324828142062,93
2014-03-24T00:00:00.000Z,2014-03-24T00:00:00.000Z,24.9960776829112,93
2014-03-25T00:00:00.000Z,2014-03-25T00:00:00.000Z,30.765719907024,93
2014-03-27T00:00:00.000Z,2014-03-27T00:00:00.000Z,30.6866635852883,93
2014-03-28T00:00:00.000Z,2014-03-28T00:00:00.000Z,24.2652532333303,93
2014-03-30T00:00:00.000Z,2014-03-30T00:00:00.000Z,23.6865793720644,93
2014-04-07T00:00:00.000Z,2014-04-07T00:00:00.000Z,28.5045860451,93
2014-04-08T00:00:00.000Z,2014-04-08T00:00:00.000Z,27.1028127154588,93
2014-04-09T00:00:00.000Z,2014-04-09T00:00:00.000Z,23.2568927935794,93
2014-04-10T00:00:00.000Z,2014-04-10T00:00:00.000Z,27.7751612306807,93
2014-04-13T00:00:00.000Z,2014-04-13T00:00:00.000Z,26.669283201428,93
2014-04-14T00:00:00.000Z,2014-04-14T00:00:00.000Z,28.7635083784097,93
2014-04-15T00:00:00.000Z,2014-04-15T00:00:00.000Z,27.1981038041749,93
2014-04-17T00:00:00.000Z,2014-04-17T00:00:00.000Z,27.415270841161,93
2014-04-19T00:00:00.000Z,2014-04-19T00:00:00.000Z,28.5722547837022,93
2014-04-21T00:00:00.000Z,2014-04-21T00:00:00.000Z,24.4251681347634,93
2014-04-22T00:00:00.000Z,2014-04-22T00:00:00.000Z,25.7173507684836,93
2014-04-23T00:00:00.000Z,2014-04-23T00:00:00.000Z,26.4234158659263,93
2014-04-25T00:00:00.000Z,2014-04-25T00:00:00.000Z,24.7125379924866,93
2014-04-26T00:00:00.000Z,2014-04-26T00:00:00.000Z,27.3783389160607,93
2014-04-29T00:00:00.000Z,2014-04-29T00:00:00.000Z,21.9100087835874,93
2014-04-30T00:00:00.000Z,2014-04-30T00:00:00.000Z,24.4608926495349,93
2014-05-02T00:00:00.000Z,2014-05-02T00:00:00.000Z,25.107024070032,93
2014-05-03T00:00:00.000Z,2014-05-03T00:00:00.000Z,27.0441955963451,93
2014-05-05T00:00:00.000Z,2014-05-05T00:00:00.000Z,29.7913573698013,93
2014-05-10T00:00:00.000Z,2014-05-10T00:00:00.000Z,24.7683242703395,93
2014-05-12T00:00:00.000Z,2014-05-12T00:00:00.000Z,26.4292407662884,93
2014-05-14T00:00:00.000Z,2014-05-14T00:00:00.000Z,26.4763348184754,93
2014-05-16T00:00:00.000Z,2014-05-16T00:00:00.000Z,26.5661457946842,93
2014-05-21T00:00:00.000Z,2014-05-21T00:00:00.000Z,28.7676574082876,93
2014-05-24T00:00:00.000Z,2014-05-24T00:00:00.000Z,24.5095467573025,93
2014-05-25T00:00:00.000Z,2014-05-25T00:00:00.000Z,25.8824891469929,93
2014-05-26T00:00:00.000Z,2014-05-26T00:00:00.000Z,26.2137941566132,93
2014-05-28T00:00:00.000Z,2014-05-28T00:00:00.000Z,28.1571077347224,93
2014-06-02T00:00:00.000Z,2014-06-02T00:00:00.000Z,22.1430494054632,93
2014-06-04T00:00:00.000Z,2014-06-04T00:00:00.000Z,26.5426435646143,93
2014-06-08T00:00:00.000Z,2014-06-08T00:00:00.000Z,27.7434075663365,93
2014-06-09T00:00:00.000Z,2014-06-09T00:00:00.000Z,23.934034606409,93
2014-06-10T00:00:00.000Z,2014-06-10T00:00:00.000Z,25.9804191331426,93
2014-06-11T00:00:00.000Z,2014-06-11T00:00:00.000Z,26.8122622132713,93
2014-06-16T00:00:00.000Z,2014-06-16T00:00:00.000Z,25.5766062637194,93
2014-06-17T00:00:00.000Z,2014-06-17T00:00:00.000Z,24.3692242164846,93
2014-06-18T00:00:00.000Z,2014-06-18T00:00:00.000Z,27.8995900925181,93
2014-06-20T00:00:00.000Z,2014-06-20T00:00:00.000Z,28.6885249547482,93
2014-06-24T00:00:00.000Z,2014-06-24T00:00:00.000Z,27.3074221095779,93
2014-06-25T00:00:00.000Z,2014-06-25T00:00:00.000Z,25.5722114390076,93
2014-06-26T00:00:00.000Z,2014-06-26T00:00:00.000Z,26.0934576650329,93
2014-06-27T00:00:00.000Z,2014-06-27T00:00:00.000Z,26.647120175287,93
2014-06-29T00:00:00.000Z,2014-06-29T00:00:00.000Z,28.5041709944279,93
2014-07-01T00:00:00.000Z,2014-07-01T00:00:00.000Z,27.6390524855128,93
2014-07-04T00:00:00.000Z,2014-07-04T00:00:00.000Z,24.1281585281435,93
2014-07-13T00:00:00.000Z,2014-07-13T00:00:00.000Z,27.7005332015948,93
2014-07-15T00:00:00.000Z,2014-07-15T00:00:00.000Z,27.9675078309894,93
2014-07-18T00:00:00.000Z,2014-07-18T00:00:00.000Z,23.8548607066091,93
2014-07-19T00:00:00.000Z,2014-07-19T00:00:00.000Z,22.0998549220391,93
2014-07-20T00:00:00.000Z,2014-07-20T00:00:00.000Z,27.3427038308585,93
2014-07-21T00:00:00.000Z,2014-07-21T00:00:00.000Z,24.8758414956164,93
2014-07-22T00:00:00.000Z,2014-07-22T00:00:00.000Z,27.8993596025786,93
2014-07-25T00:00:00.000Z,2014-07-25T00:00:00.000Z,23.6380676998754,93
2014-07-26T00:00:00.000Z,2014-07-26T00:00:00.000Z,26.9205208574932,93
2014-07-28T00:00:00.000Z,2014-07-28T00:00:00.000Z,24.540168733859,93
2014-08-02T00:00:00.000Z,2014-08-02T00:00:00.000Z,27.0443154719062,93
2014-08-03T00:00:00.000Z,2014-08-03T00:00:00.000Z,21.553507546247,93
2014-08-04T00:00:00.000Z,2014-08-04T00:00:00.000Z,26.0580412570043,93
2014-08-05T00:00:00.000Z,2014-08-05T00:00:00.000Z,24.5761729441684,93
2014-08-09T00:00:00.000Z,2014-08-09T00:00:00.000Z,27.3871685924586,93
2014-08-10T00:00:00.000Z,2014-08-10T00:00:00.000Z,22.8164996120801,93
