start_date,end_date,smos,region_id
2014-01-01T00:00:00.000Z,2014-01-01T00:00:00.000Z,0.310787268613693,93
2014-01-02T00:00:00.000Z,2014-01-02T00:00:00.000Z,0.192270619790796,93
2014-01-03T00:00:00.000Z,2014-01-03T00:00:00.000Z,0.265683323425089,93
2014-01-04T00:00:00.000Z,2014-01-04T00:00:00.000Z,0.265683323425089,93
2014-01-05T00:00:00.000Z,2014-01-05T00:00:00.000Z,0.230781727965934,93
2014-01-06T00:00:00.000Z,2014-01-06T00:00:00.000Z,0.379118300131054,93
2014-01-07T00:00:00.000Z,2014-01-07T00:00:00.000Z,0.379118300131054,93
2014-01-08T00:00:00.000Z,2014-01-08T00:00:00.000Z,0.308168444734995,93
2014-01-09T00:00:00.000Z,2014-01-09T00:00:00.000Z,0.308168444734995,93
2014-01-10T00:00:00.000Z,2014-01-10T00:00:00.000Z,0.2207933552097,93
2014-01-11T00:00:00.000Z,2014-01-11T00:00:00.000Z,0.180878574179653,93
2014-01-12T00:00:00.000Z,2014-01-12T00:00:00.000Z,0.180878574179653,93
2014-01-13T00:00:00.000Z,2014-01-13T00:00:00.000Z,0.209931769345714,93
2014-01-14T00:00:00.000Z,2014-01-14T00:00:00.000Z,0.31379583599465,93
2014-01-15T00:00:00.000Z,2014-01-15T00:00:00.000Z,0.313317941957174,93
2014-01-16T00:00:00.000Z,2014-01-16T00:00:00.000Z,0.315235396571298,93
2014-01-17T00:00:00.000Z,2014-01-17T00:00:00.000Z,0.315235396571298,93
2014-01-18T00:00:00.000Z,2014-01-18T00:00:00.000Z,0.238424880069748,93
2014-01-19T00:00:00.000Z,2014-01-19T00:00:00.000Z,0.267924924724929,93
2014-01-20T00:00:00.000Z,2014-01-20T00:00:00.000Z,0.267924924724929,93
2014-01-21T00:00:00.000Z,2014-01-21T00:00:00.000Z,0.368633157289857,93
2014-01-22T00:00:00.000Z,2014-01-22T00:00:00.000Z,0.368633157289857,93
2014-01-23T00:00:00.000Z,2014-01-23T00:00:00.000Z,0.288422311364041,93
2014-01-24T00:00:00.000Z,2014-01-24T00:00:00.000Z,0.449157144354046,93
2014-01-25T00:00:00.000Z,2014-01-25T00:00:00.000Z,0.449157144354046,93
2014-01-26T00:00:00.000Z,2014-01-26T00:00:00.000Z,0.289178518051545,93
2014-01-27T00:00:00.000Z,2014-01-27T00:00:00.000Z,0.289178518051545,93
2014-01-28T00:00:00.000Z,2014-01-28T00:00:00.000Z,0.215646876490123,93
2014-01-29T00:00:00.000Z,2014-01-29T00:00:00.000Z,0.255540378900644,93
2014-01-30T00:00:00.000Z,2014-01-30T00:00:00.000Z,0.255540378900644,93
2014-01-31T00:00:00.000Z,2014-01-31T00:00:00.000Z,0.230768484601569,93
2014-02-01T00:00:00.000Z,2014-02-01T00:00:00.000Z,0.284329550041471,93
2014-02-02T00:00:00.000Z,2014-02-02T00:00:00.000Z,0.279067227636337,93
2014-02-03T00:00:00.000Z,2014-02-03T00:00:00.000Z,0.378106388650762,93
2014-02-04T00:00:00.000Z,2014-02-04T00:00:00.000Z,0.378106388650762,93
2014-02-05T00:00:00.000Z,2014-02-05T00:00:00.000Z,0.190791868704513,93
2014-02-06T00:00:00.000Z,2014-02-06T00:00:00.000Z,0.237732941362184,93
2014-02-07T00:00:00.000Z,2014-02-07T00:00:00.000Z,0.237732941362184,93
2014-02-08T00:00:00.000Z,2014-02-08T00:00:00.000Z,0.298254624474853,93
2014-02-09T00:00:00.000Z,2014-02-09T00:00:00.000Z,0.298254624474853,93
2014-02-10T00:00:00.000Z,2014-02-10T00:00:00.000Z,0.203414087751305,93
2014-02-11T00:00:00.000Z,2014-02-11T00:00:00.000Z,0.349284464559356,93
2014-02-12T00:00:00.000Z,2014-02-12T00:00:00.000Z,0.349284464559356,93
2014-02-13T00:00:00.000Z,2014-02-13T00:00:00.000Z,0.258092993744759,93
2014-02-14T00:00:00.000Z,2014-02-14T00:00:00.000Z,0.258092993744759,93
2014-02-15T00:00:00.000Z,2014-02-15T00:00:00.000Z,0.171875241851827,93
2014-02-16T00:00:00.000Z,2014-02-16T00:00:00.000Z,0.233016524514744,93
2014-02-17T00:00:00.000Z,2014-02-17T00:00:00.000Z,0.233016524514744,93
2014-02-18T00:00:00.000Z,2014-02-18T00:00:00.000Z,0.216229605573512,93
2014-02-19T00:00:00.000Z,2014-02-19T00:00:00.000Z,0.288261704959401,93
2014-02-20T00:00:00.000Z,2014-02-20T00:00:00.000Z,0.288265772242247,93
2014-02-21T00:00:00.000Z,2014-02-21T00:00:00.000Z,0.273278078688568,93
2014-02-22T00:00:00.000Z,2014-02-22T00:00:00.000Z,0.273278078688568,93
2014-02-23T00:00:00.000Z,2014-02-23T00:00:00.000Z,0.22037648467233,93
2014-02-24T00:00:00.000Z,2014-02-24T00:00:00.000Z,0.279354987565073,93
2014-02-25T00:00:00.000Z,2014-02-25T00:00:00.000Z,0.279354987565073,93
2014-02-26T00:00:00.000Z,2014-02-26T00:00:00.000Z,0.310825717271441,93
2014-02-27T00:00:00.000Z,2014-02-27T00:00:00.000Z,0.310825717271441,93
2014-02-28T00:00:00.000Z,2014-02-28T00:00:00.000Z,0.264905709023461,93
2014-03-01T00:00:00.000Z,2014-03-01T00:00:00.000Z,0.377629402815869,93
2014-03-02T00:00:00.000Z,2014-03-02T00:00:00.000Z,0.377629402815869,93
2014-03-03T00:00:00.000Z,2014-03-03T00:00:00.000Z,0.230324627046128,93
2014-03-04T00:00:00.000Z,2014-03-04T00:00:00.000Z,0.230324627046128,93
2014-03-05T00:00:00.000Z,2014-03-05T00:00:00.000Z,0.188973684734712,93
2014-03-06T00:00:00.000Z,2014-03-06T00:00:00.000Z,0.273446512711336,93
2014-03-07T00:00:00.000Z,2014-03-07T00:00:00.000Z,0.273446512711336,93
2014-03-08T00:00:00.000Z,2014-03-08T00:00:00.000Z,0.295700833286451,93
2014-03-09T00:00:00.000Z,2014-03-09T00:00:00.000Z,0.312094361820236,93
2014-03-10T00:00:00.000Z,2014-03-10T00:00:00.000Z,0.300532794020187,93
2014-03-11T00:00:00.000Z,2014-03-11T00:00:00.000Z,0.19736112829666,93
2014-03-12T00:00:00.000Z,2014-03-12T00:00:00.000Z,0.19736112829666,93
2014-03-13T00:00:00.000Z,2014-03-13T00:00:00.000Z,0.169497047266216,93
2014-03-14T00:00:00.000Z,2014-03-14T00:00:00.000Z,0.203872802993186,93
2014-03-15T00:00:00.000Z,2014-03-15T00:00:00.000Z,0.203872802993186,93
2014-03-16T00:00:00.000Z,2014-03-16T00:00:00.000Z,0.259910216149516,93
2014-03-17T00:00:00.000Z,2014-03-17T00:00:00.000Z,0.259910216149516,93
2014-03-18T00:00:00.000Z,2014-03-18T00:00:00.000Z,0.251901788854031,93
2014-03-19T00:00:00.000Z,2014-03-19T00:00:00.000Z,0.364863479252694,93
2014-03-20T00:00:00.000Z,2014-03-20T00:00:00.000Z,0.364863479252694,93
2014-03-21T00:00:00.000Z,2014-03-21T00:00:00.000Z,0.304693945534218,93
2014-03-22T00:00:00.000Z,2014-03-22T00:00:00.000Z,0.304693945534218,93
2014-03-23T00:00:00.000Z,2014-03-23T00:00:00.000Z,0.194716706187313,93
2014-03-24T00:00:00.000Z,2014-03-24T00:00:00.000Z,0.15316236445418,93
2014-03-25T00:00:00.000Z,2014-03-25T00:00:00.000Z,0.15316236445418,93
2014-03-26T00:00:00.000Z,2014-03-26T00:00:00.000Z,0.295254894016799,93
2014-03-27T00:00:00.000Z,2014-03-27T00:00:00.000Z,0.325020824154629,93
2014-03-28T00:00:00.000Z,2014-03-28T00:00:00.000Z,0.256477784896367,93
2014-03-29T00:00:00.000Z,2014-03-29T00:00:00.000Z,0.188773246762647,93
